,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,meter_price
3008,Видное,2.0,16.0,1.0,38.7,5950000.0,1989.0,19.6,9.5,Видное,Домодедовская,153746.77
3009,Видное,3.0,4.0,1.0,31.0,4700000.0,2006.0,20.0,6.0,Видное,Битца,151612.9
3010,Видное,23.0,25.0,1.0,38.3,9336008.0,2026.0,14.0,11.0,Видное,Бирюлёво,243760.0
3011,Видное,2.0,17.0,1.0,34.0,9500000.0,2006.0,18.0,10.0,Видное,Царицыно,279411.76
3012,Видное,8.0,8.0,1.0,32.9,4950000.0,2020.0,18.9,9.0,Видное,Бутово,150455.93
3013,Видное,24.0,24.0,1.0,38.2,9653140.0,2025.0,13.9,11.0,Видное,Бирюлёво,252700.0
3014,Видное,4.0,8.0,1.0,32.5,6250000.0,2019.0,16.1,8.4,Видное,Бутово,192307.69
3015,Видное,12.0,17.0,1.0,30.5,7350000.0,2016.0,,11.0,Видное,Домодедовская,240983.61
3016,Видное,24.0,24.0,1.0,42.2,9510192.0,2026.0,16.1,11.8,Видное,Бирюлёво,225360.0
3017,Видное,2.0,17.0,1.0,38.0,7199000.0,2019.0,14.0,12.0,Видное,Домодедовская,189447.37
3018,Видное,1.0,9.0,1.0,27.0,4800000.0,1964.0,16.0,5.0,Видное,Домодедовская,177777.78
3019,Видное,24.0,25.0,1.0,42.2,10323175.0,2025.0,16.1,11.8,Видное,Бирюлёво,244625.0
3020,Видное,5.0,17.0,1.0,38.6,7300000.0,2019.0,25.0,8.5,Видное,Домодедовская,189119.17
3021,Видное,8.0,18.0,1.0,37.0,6200000.0,2014.0,16.0,8.0,Видное,Домодедовская,167567.57
3022,Видное,22.0,24.0,1.0,38.5,9345105.0,2025.0,14.0,11.0,Видное,Бирюлёво,242730.0
3023,Видное,7.0,8.0,1.0,34.7,5475000.0,2022.0,16.0,9.0,Видное,Бутово,157780.98
3024,Видное,8.0,18.0,1.0,40.4,6000000.0,2014.0,18.0,8.5,Видное,Домодедовская,148514.85
3025,Видное,3.0,6.0,2.0,50.6,8247725.0,2024.0,,,Видное,Битца,162998.52
3026,Видное,1.0,5.0,2.0,45.2,6400000.0,1965.0,,6.0,Видное,Домодедовская,141592.92
3027,Видное,2.0,9.0,2.0,73.0,11000000.0,2002.0,40.0,12.0,Видное,Домодедовская,150684.93
3028,Видное,5.0,25.0,2.0,59.0,13132928.0,2026.0,28.9,12.1,Видное,Бирюлёво,222592.0
3029,Видное,3.0,17.0,2.0,47.7,10400000.0,2016.0,27.3,15.4,Видное,Домодедовская,218029.35
3030,Видное,13.0,19.0,2.0,55.5,10000000.0,2019.0,,11.0,Видное,Домодедовская,180180.18
3031,Видное,20.0,24.0,2.0,59.1,13348326.0,2025.0,29.6,12.7,Видное,Бирюлёво,225860.0
3032,Видное,5.0,12.0,2.0,52.3,8700000.0,1988.0,30.0,9.0,Видное,Царицыно,166347.99
3033,Видное,2.0,3.0,2.0,40.6,5000000.0,1962.0,28.4,6.0,Видное,Домодедовская,123152.71
3034,Видное,25.0,25.0,2.0,52.9,12489902.0,2026.0,25.5,10.6,Видное,Бирюлёво,236104.01
3035,Видное,1.0,3.0,2.0,67.0,9750000.0,2006.0,38.0,8.0,Видное,Домодедовская,145522.39
3036,Видное,1.0,3.0,2.0,31.0,2290000.0,2006.0,21.0,5.0,Видное,Битца,73870.97
3037,Видное,17.0,25.0,2.0,59.2,12883104.0,2026.0,29.6,12.7,Видное,Бирюлёво,217620.0
3038,Видное,16.0,17.0,2.0,66.0,10350000.0,2018.0,39.0,10.0,Видное,Домодедовская,156818.18
3039,Видное,8.0,17.0,2.0,65.0,9400000.0,2003.0,35.0,15.0,Видное,Домодедовская,144615.38
3040,Видное,19.0,25.0,2.0,61.4,13867804.0,2025.0,29.2,13.4,Видное,Бирюлёво,225860.0
3041,Видное,5.0,16.0,2.0,62.3,10700000.0,2014.0,16.7,11.5,Видное,Домодедовская,171749.6
3042,Видное,2.0,2.0,2.0,40.0,5500000.0,1954.0,25.0,7.0,Видное,Битца,137500.0
3043,Видное,19.0,25.0,2.0,52.8,13601280.0,2025.0,25.4,10.6,Видное,Бирюлёво,257600.0
3044,Видное,12.0,24.0,2.0,52.8,9500000.0,2026.0,25.4,10.6,Видное,Царицыно,179924.24
3045,Видное,1.0,2.0,2.0,47.0,4600000.0,1963.0,28.0,11.0,Видное,Битца,97872.34
3046,Видное,15.0,24.0,2.0,58.2,13305684.0,2025.0,28.3,12.2,Видное,Бирюлёво,228620.0
3047,Видное,6.0,17.0,2.0,59.3,9700000.0,2019.0,21.5,8.0,Видное,Домодедовская,163575.04
3048,Видное,8.0,17.0,2.0,58.6,11800000.0,2006.0,30.7,12.0,Видное,Царицыно,201365.19
3049,Видное,25.0,25.0,2.0,59.5,14964250.0,2025.0,29.2,12.2,Видное,Бирюлёво,251500.0
3050,Видное,13.0,19.0,2.0,57.9,9700000.0,2014.0,30.6,10.9,Видное,Домодедовская,167530.22
3051,Видное,1.0,2.0,2.0,42.3,8249000.0,1951.0,23.5,5.9,Видное,Домодедовская,195011.82
3052,Видное,2.0,25.0,2.0,52.3,13328132.0,2025.0,25.1,10.5,Видное,Бирюлёво,254840.0
3053,Видное,1.0,17.0,2.0,65.0,7990000.0,2016.0,39.0,10.0,Видное,Домодедовская,122923.08
3054,Видное,2.0,2.0,2.0,38.5,5550000.0,1953.0,24.9,5.7,Видное,Битца,144155.84
3055,Видное,23.0,24.0,2.0,61.4,13447521.0,2025.0,29.2,13.4,Видное,Бирюлёво,219015.0
3056,Видное,7.0,17.0,2.0,73.0,11200000.0,2018.0,42.0,16.0,Видное,Домодедовская,153424.66
3057,Видное,3.0,12.0,2.0,52.0,9200000.0,2005.0,26.0,12.0,Видное,Царицыно,176923.08
3058,Видное,23.0,25.0,2.0,59.5,12517134.0,2026.0,29.2,12.2,Видное,Бирюлёво,210372.0
3059,Видное,2.0,9.0,2.0,45.5,6990000.0,1975.0,,6.5,Видное,Царицыно,153626.37
3060,Видное,6.0,17.0,2.0,52.6,8000000.0,2017.0,26.0,16.0,Видное,Домодедовская,152091.25
3061,Видное,19.0,24.0,2.0,59.6,12997866.0,2025.0,29.2,12.3,Видное,Бирюлёво,218085.0
3062,Видное,6.0,17.0,2.0,61.2,13500000.0,2016.0,34.0,11.5,Видное,Домодедовская,220588.24
3063,Видное,5.0,12.0,2.0,46.9,8800000.0,1969.0,31.8,8.8,Видное,Домодедовская,187633.26
3064,Видное,2.0,6.0,2.0,48.8,8353799.0,2024.0,,,Видное,Битца,171184.41
3065,Видное,2.0,18.0,2.0,67.5,11300000.0,2009.0,38.7,13.2,Видное,Домодедовская,167407.41
3066,Видное,15.0,17.0,2.0,32.8,6600000.0,2025.0,20.4,4.8,Видное,Царицыно,201219.51
3067,Видное,4.0,4.0,2.0,50.9,8993559.0,2024.0,,,Видное,Битца,176690.75
3068,Видное,6.0,8.0,2.0,71.0,10500000.0,2023.0,37.0,18.2,Видное,Царицыно,147887.32
3069,Видное,2.0,9.0,2.0,71.8,10800000.0,2002.0,37.8,12.6,Видное,Домодедовская,150417.83
3070,Видное,4.0,25.0,2.0,52.3,12428154.0,2026.0,25.1,10.5,Видное,Бирюлёво,237632.01
3071,Видное,17.0,17.0,2.0,67.9,8500000.0,2018.0,36.1,12.5,Видное,Домодедовская,125184.09
3072,Видное,3.0,4.0,2.0,41.0,6500000.0,2014.0,20.0,10.0,Видное,Битца,158536.59
3073,Видное,2.0,6.0,2.0,49.8,7939663.0,2024.0,,,Видное,Битца,159430.98
3074,Видное,3.0,17.0,2.0,73.0,13799000.0,2017.0,41.0,14.0,Видное,Домодедовская,189027.4
3075,Видное,8.0,8.0,2.0,60.0,9200000.0,2017.0,30.0,6.0,Видное,Бутово,153333.33
3076,Видное,22.0,24.0,2.0,61.4,13084217.0,2026.0,29.2,13.4,Видное,Бирюлёво,213098.0
3077,Видное,7.0,17.0,2.0,65.2,11900000.0,2006.0,25.0,11.6,Видное,Домодедовская,182515.34
3078,Видное,13.0,17.0,2.0,60.0,10600000.0,2016.0,29.0,15.1,Видное,Домодедовская,176666.67
3079,Видное,3.0,6.0,2.0,55.68,11933623.0,2024.0,,,Видное,Битца,214325.13
3080,Видное,2.0,5.0,2.0,46.1,6500000.0,1967.0,29.3,6.3,Видное,Домодедовская,140997.83
3081,Видное,7.0,14.0,2.0,55.0,9990000.0,1995.0,30.5,12.5,Видное,Царицыно,181636.36
3082,Видное,25.0,25.0,2.0,59.2,12632096.0,2025.0,29.6,12.7,Видное,Бирюлёво,213380.0
3083,Видное,4.0,4.0,2.0,52.0,7550000.0,2014.0,30.0,8.5,Видное,Видное,145192.31
3084,Видное,16.0,18.0,2.0,58.6,8150000.0,2014.0,,9.0,Видное,Царицыно,139078.5
3085,Видное,23.0,24.0,2.0,61.4,12524618.0,2026.0,29.2,13.4,Видное,Бирюлёво,203984.01
3086,Видное,1.0,9.0,2.0,48.0,9400000.0,2017.0,26.3,10.1,Видное,Бутово,195833.33
3087,Видное,12.0,17.0,2.0,45.0,7700000.0,2016.0,,,Видное,Домодедовская,171111.11
3088,Видное,3.0,6.0,2.0,49.3,10566229.0,2024.0,,,Видное,Битца,214325.13
3089,Видное,1.0,3.0,2.0,43.3,5750000.0,2006.0,30.0,6.0,Видное,Царицыно,132794.46
3090,Видное,4.0,5.0,2.0,45.1,6650000.0,2006.0,27.8,5.5,Видное,Домодедовская,147450.11
3091,Видное,1.0,6.0,2.0,54.38,11366758.0,2024.0,,,Видное,Битца,209024.6
3092,Видное,11.0,17.0,2.0,61.0,8800000.0,2014.0,32.0,12.0,Видное,Домодедовская,144262.3
3093,Видное,4.0,12.0,2.0,53.6,9300000.0,1988.0,30.7,8.5,Видное,Царицыно,173507.46
3094,Видное,1.0,6.0,2.0,50.47,10549472.0,2024.0,,,Видное,Битца,209024.61
3095,Видное,8.0,12.0,2.0,63.1,11550000.0,2001.0,18.4,30.0,Видное,Домодедовская,183042.79
3096,Видное,1.0,4.0,2.0,50.4,7600000.0,2014.0,31.2,8.0,Видное,Домодедовская,150793.65
3097,Видное,4.0,4.0,2.0,58.8,10860000.0,2024.0,,,Видное,Битца,184693.88
3098,Видное,1.0,2.0,2.0,46.4,5400000.0,1966.0,30.0,7.0,Видное,Битца,116379.31
3099,Видное,4.0,4.0,2.0,43.0,5800000.0,1960.0,30.0,5.7,Видное,Домодедовская,134883.72
3100,Видное,2.0,6.0,2.0,57.7,9834471.0,2024.0,,,Видное,Битца,170441.44
3101,Видное,12.0,17.0,2.0,60.3,10699000.0,2014.0,39.0,14.0,Видное,Домодедовская,177429.52
3102,Видное,3.0,3.0,2.0,55.5,8500000.0,1952.0,36.0,9.0,Видное,Домодедовская,153153.15
3103,Видное,2.0,4.0,2.0,67.9,11970973.0,2024.0,,,Видное,Битца,176302.99
3104,Видное,11.0,17.0,2.0,54.0,8800000.0,2016.0,33.0,8.0,Видное,Домодедовская,162962.96
3105,Видное,3.0,12.0,2.0,38.0,7500000.0,1969.0,26.0,6.5,Видное,Домодедовская,197368.42
3106,Видное,2.0,4.0,2.0,54.9,9579689.0,2024.0,,,Видное,Битца,174493.42
3107,Видное,7.0,9.0,2.0,42.5,6900000.0,2006.0,,8.0,Видное,Бутово,162352.94
3108,Видное,6.0,16.0,2.0,62.4,8499999.0,2021.0,38.0,10.0,Видное,Царицыно,136217.93
3109,Видное,25.0,25.0,2.0,59.5,13169730.0,2026.0,29.2,12.2,Видное,Бирюлёво,221340.0
3110,Видное,2.0,4.0,2.0,46.0,8300000.0,2022.0,26.0,8.2,Видное,Бутово,180434.78
3111,Видное,8.0,8.0,2.0,52.0,7200000.0,2020.0,27.9,10.0,Видное,Бутово,138461.54
3112,Видное,6.0,25.0,2.0,57.7,12979153.0,2026.0,28.0,12.1,Видное,Бирюлёво,224941.99
3113,Видное,10.0,14.0,2.0,56.0,8000000.0,1988.0,30.6,8.6,Видное,Царицыно,142857.14
3114,Видное,2.0,5.0,2.0,52.4,7990000.0,2014.0,15.0,20.0,Видное,Битца,152480.92
3115,Видное,2.0,6.0,2.0,52.4,11307637.0,2024.0,,,Видное,Битца,215794.6
3116,Видное,7.0,8.0,2.0,51.0,11680000.0,2020.0,28.0,18.0,Видное,Бутово,229019.61
3117,Видное,3.0,19.0,2.0,58.0,8200000.0,2014.0,35.0,8.0,Видное,Домодедовская,141379.31
3118,Видное,3.0,6.0,2.0,81.3,14029570.0,2024.0,,,Видное,Битца,172565.44
3119,Видное,2.0,8.0,2.0,68.2,10000000.0,2023.0,36.0,19.0,Видное,Царицыно,146627.57
3120,Видное,8.0,17.0,2.0,69.3,11200000.0,2015.0,36.3,13.5,Видное,Домодедовская,161616.16
3121,Видное,2.0,4.0,2.0,65.8,11600737.0,2024.0,,,Видное,Битца,176302.99
3122,Видное,12.0,17.0,2.0,70.0,11850000.0,2018.0,,11.3,Видное,Домодедовская,169285.71
3123,Видное,2.0,4.0,2.0,47.0,8800000.0,2022.0,26.0,10.0,Видное,Бутово,187234.04
3124,Видное,4.0,6.0,2.0,50.84,10947129.0,2024.0,,,Видное,Битца,215325.12
3125,Видное,16.0,17.0,2.0,52.0,11700000.0,2016.0,23.0,12.0,Видное,Домодедовская,225000.0
3126,Видное,5.0,8.0,2.0,41.4,6200000.0,2023.0,25.0,7.0,Видное,Бутово,149758.45
3127,Видное,24.0,24.0,2.0,44.4,12667320.0,2026.0,24.8,5.5,Видное,Бирюлёво,285300.0
3128,Видное,3.0,8.0,2.0,47.3,7600000.0,2022.0,26.0,9.1,Видное,Бутово,160676.53
3129,Видное,5.0,5.0,2.0,45.0,6000000.0,1964.0,29.0,5.8,Видное,Домодедовская,133333.33
3130,Видное,2.0,6.0,2.0,83.3,14197772.0,2024.0,,,Видное,Битца,170441.44
3131,Видное,6.0,15.0,2.0,45.3,8995000.0,2016.0,19.9,10.7,Видное,Домодедовская,198565.12
3132,Видное,4.0,5.0,2.0,46.0,6400000.0,1973.0,31.0,6.0,Видное,Домодедовская,139130.43
3133,Видное,3.0,6.0,2.0,52.68,11290648.0,2024.0,,,Видное,Битца,214325.13
3134,Видное,6.0,8.0,2.0,42.2,6700000.0,2023.0,26.6,6.7,Видное,Бутово,158767.77
3135,Видное,16.0,17.0,2.0,47.0,9500000.0,2016.0,28.0,7.0,Видное,Домодедовская,202127.66
3136,Видное,3.0,6.0,2.0,47.5,8232149.0,2024.0,,,Видное,Битца,173308.4
3137,Видное,3.0,3.0,2.0,43.0,6100000.0,1962.0,28.1,6.0,Видное,Домодедовская,141860.47
3138,Видное,4.0,17.0,2.0,74.6,10450000.0,2020.0,33.0,23.7,Видное,Домодедовская,140080.43
3139,Видное,2.0,6.0,2.0,56.2,9578809.0,2024.0,,,Видное,Битца,170441.44
3140,Видное,6.0,13.0,2.0,63.2,12350000.0,2014.0,36.6,10.7,Видное,Домодедовская,195411.39
3141,Видное,2.0,20.0,2.0,50.6,8300000.0,2018.0,33.6,7.7,Видное,Домодедовская,164031.62
3142,Видное,2.0,4.0,2.0,84.4,14879973.0,2024.0,,,Видное,Битца,176303.0
3143,Видное,2.0,4.0,2.0,42.4,7900000.0,2015.0,,14.0,Видное,Домодедовская,186320.75
3144,Видное,4.0,5.0,2.0,45.0,6800000.0,1964.0,31.0,5.5,Видное,Домодедовская,151111.11
3145,Видное,12.0,18.0,2.0,64.3,9300000.0,2006.0,38.0,12.0,Видное,Царицыно,144634.53
3146,Видное,4.0,10.0,2.0,72.1,10500000.0,2002.0,36.4,11.9,Видное,Царицыно,145631.07
3147,Видное,7.0,18.0,2.0,60.4,9400000.0,2014.0,33.7,13.0,Видное,Домодедовская,155629.14
3148,Видное,10.0,12.0,2.0,52.0,9100000.0,1988.0,30.0,8.7,Видное,Домодедовская,175000.0
3149,Видное,14.0,18.0,2.0,64.5,9900000.0,2014.0,33.0,13.0,Видное,Домодедовская,153488.37
3150,Видное,17.0,17.0,2.0,63.75,9000000.0,2006.0,35.2,11.7,Видное,Домодедовская,141176.47
3151,Видное,7.0,9.0,2.0,42.7,7500000.0,1976.0,27.2,6.0,Видное,Домодедовская,175644.03
3152,Видное,3.0,9.0,2.0,44.0,6700000.0,2006.0,,,Видное,Домодедовская,152272.73
3153,Видное,7.0,8.0,2.0,46.6,7200000.0,2006.0,25.9,8.0,Видное,Бутово,154506.44
3154,Видное,1.0,8.0,2.0,46.0,10400000.0,2006.0,,,Видное,Бутово,226086.96
3155,Видное,5.0,5.0,2.0,44.0,7000000.0,2006.0,,,Видное,Видное,159090.91
3156,Видное,2.0,3.0,2.0,58.0,9400000.0,2006.0,35.0,9.0,Видное,Домодедовская,162068.97
3157,Видное,8.0,8.0,2.0,64.0,12790000.0,2017.0,40.0,10.0,Видное,Бутово,199843.75
3158,Видное,6.0,9.0,2.0,51.0,7800000.0,2020.0,28.0,9.0,Видное,Бутово,152941.18
3159,Видное,13.0,18.0,2.0,66.0,10497000.0,2008.0,34.0,12.0,Видное,Домодедовская,159045.45
3160,Видное,16.0,16.0,2.0,53.7,8800000.0,2014.0,,5.0,Видное,Домодедовская,163873.37
3161,Видное,12.0,12.0,2.0,52.2,8600000.0,1987.0,32.0,8.5,Видное,Домодедовская,164750.96
3162,Видное,2.0,9.0,2.0,46.0,8500000.0,1986.0,24.8,6.8,Видное,Домодедовская,184782.61
3163,Видное,7.0,9.0,2.0,46.0,8300000.0,1986.0,24.8,6.7,Видное,Домодедовская,180434.78
3164,Видное,3.0,8.0,2.0,45.0,8100000.0,2017.0,26.2,9.1,Видное,Бутово,180000.0
3165,Видное,14.0,16.0,2.0,68.63,9700000.0,2006.0,37.0,14.2,Видное,Царицыно,141337.61
3166,Видное,2.0,5.0,2.0,43.9,7300000.0,1966.0,28.6,5.6,Видное,Домодедовская,166287.02
3167,Видное,8.0,18.0,2.0,65.0,12000000.0,2007.0,39.0,12.0,Видное,Домодедовская,184615.38
3168,Видное,12.0,17.0,2.0,58.0,10000000.0,2014.0,31.0,14.0,Видное,Домодедовская,172413.79
3169,Видное,15.0,17.0,2.0,60.0,7599000.0,2019.0,28.0,12.0,Видное,Домодедовская,126650.0
3170,Видное,5.0,5.0,2.0,46.3,6700000.0,1973.0,32.0,7.0,Видное,Царицыно,144708.42
3171,Видное,2.0,10.0,2.0,72.0,10900000.0,2002.0,37.0,12.0,Видное,Царицыно,151388.89
3172,Видное,9.0,16.0,2.0,55.3,10300000.0,2016.0,31.0,11.0,Видное,Домодедовская,186256.78
3173,Видное,16.0,17.0,2.0,70.0,15300000.0,2015.0,,16.0,Видное,Домодедовская,218571.43
