,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,meter_price
9633,Москва,4.0,23.0,1.0,26.5,8190000.0,2006.0,12.1,6.1,Южное Бутово,Бунинская аллея,309056.6
9634,Москва,10.0,13.0,1.0,23.0,8200000.0,2006.0,14.0,4.0,Москва,Новомосковская,356521.74
9635,Москва,9.0,17.0,1.0,21.3,8200000.0,2023.0,10.0,5.0,Москва,Потапово,384976.53
9636,Москва,7.0,11.0,1.0,26.9,8200000.0,2017.0,18.1,2.3,Москва,Новомосковская,304832.71
9637,Москва,5.0,17.0,1.0,23.1,8250000.0,2023.0,10.1,8.0,Москва,Потапово,357142.86
9638,Москва,9.0,17.0,1.0,23.8,8290000.0,2022.0,12.3,3.0,Москва,Прокшино,348319.33
9639,Москва,5.0,17.0,1.0,23.1,8250000.0,2023.0,17.0,,Москва,Потапово,357142.86
9640,Москва,3.0,16.0,1.0,18.0,8250000.0,2023.0,,,Москва,Бунинская аллея,458333.33
9641,Москва,5.0,20.0,1.0,33.0,8300000.0,2023.0,14.0,8.0,Бирюлево Восточное,Каспийская,251515.15
9642,Москва,8.0,25.0,1.0,28.0,8300000.0,2013.0,,,Москва,Новомосковская,296428.57
9643,Москва,15.0,18.0,1.0,20.0,8300000.0,2022.0,,,Москва,Потапово,415000.0
9644,Москва,10.0,10.0,1.0,23.7,8300000.0,2019.0,20.0,,Москва,Потапово,350210.97
9645,Москва,20.0,21.0,1.0,24.3,8300000.0,2016.0,,,Москва,Новомосковская,341563.79
9646,Москва,8.0,15.0,1.0,25.1,8300000.0,2018.0,,,Москва,Новомосковская,330677.29
9647,Москва,10.0,15.0,1.0,19.8,8350000.0,2019.0,12.0,,Москва,Саларьево,421717.17
9648,Москва,8.0,33.0,1.0,20.0,8300000.0,2006.0,14.9,5.1,Западное Дегунино,Грачёвская,415000.0
9649,Москва,3.0,3.0,3.0,71.3,10267200.0,2022.0,,,ТАО (Троицкий),Москва,144000.0
9650,Москва,8.0,9.0,3.0,80.8,10400000.0,2024.0,44.3,12.5,Москва,Крёкшино,128712.87
9651,Москва,2.0,9.0,3.0,83.8,10391200.0,2024.0,,,Москва,Крёкшино,124000.0
9652,Москва,3.0,10.0,3.0,62.3,10427279.0,2026.0,28.5,17.2,Москва,Толстопальцево,167372.05
9653,Москва,2.0,9.0,3.0,62.8,10439056.0,2026.0,25.7,19.0,Москва,Толстопальцево,166227.01
9654,Москва,6.0,9.0,3.0,56.7,10648838.0,2025.0,32.4,15.4,Москва,Бунинская аллея,187810.19
9655,Москва,2.0,9.0,3.0,56.8,11284000.0,2026.0,37.6,4.3,Москва,Кедровая,198661.97
9656,Москва,8.0,9.0,2.0,54.59,10262865.0,2025.0,26.3,13.3,Москва,Рассказовка,187998.99
9657,Москва,2.0,14.0,2.0,57.4,10283784.0,2025.0,28.8,13.9,Москва,Щербинка,179160.0
9658,Москва,4.0,8.0,2.0,38.8,10251234.0,2025.0,20.1,7.3,Москва,Новомосковская,264207.06
9659,Москва,11.0,14.0,2.0,39.6,10500000.0,2006.0,24.2,6.0,Северное Медведково,Медведково,265151.52
9660,Москва,6.0,15.0,2.0,44.32,10536314.0,2025.0,27.4,8.3,Москва,Солнцево,237732.72
9661,Москва,17.0,17.0,3.0,78.48,10625647.0,2025.0,41.3,12.5,Москва,Филатов Луг,135393.06
9662,Москва,2.0,9.0,3.0,58.7,11376000.0,2026.0,37.4,4.6,Москва,Кедровая,193798.98
9663,Москва,4.0,32.0,4.0,95.8,49384900.0,2026.0,69.2,,Даниловский,Павелецкая,515500.0
9664,Москва,13.0,15.0,4.0,115.4,49461392.0,2026.0,,,Покровское-Стрешнево,Трикотажная,428608.25
9665,Москва,22.0,29.0,4.0,109.9,49476980.0,2026.0,52.9,,Аэропорт,Сокол,450200.0
9666,Москва,27.0,52.0,4.0,114.6,49195944.0,2024.0,74.9,5.0,Раменки,Раменки,429283.98
9667,Москва,6.0,25.0,1.0,28.0,8300000.0,2023.0,16.0,,Митино,Пятницкое шоссе,296428.57
9668,Москва,6.0,25.0,1.0,21.6,8300000.0,2022.0,10.5,5.0,Люблино,Перерва,384259.26
9669,Москва,13.0,17.0,1.0,23.6,8300000.0,2019.0,10.3,5.9,Люблино,Люблино,351694.92
9670,Москва,6.0,14.0,1.0,23.6,8300000.0,2023.0,13.7,6.4,Москва,Бульвар Адмирала Ушакова,351694.92
9671,Москва,10.0,15.0,1.0,25.3,8399000.0,2019.0,19.0,3.0,Москва,Новомосковская,331976.28
9672,Москва,4.0,22.0,1.0,28.5,8300000.0,2021.0,19.5,5.4,Москва,Филатов Луг,291228.07
9673,Москва,2.0,25.0,1.0,26.7,8499999.0,2023.0,12.6,6.9,Люблино,Депо,318352.02
9674,Москва,1.0,12.0,1.0,38.0,8470000.0,2012.0,30.0,3.0,Москва,Новомосковская,222894.74
9675,Москва,7.0,20.0,1.0,23.0,8499000.0,2006.0,,,Западное Дегунино,Грачёвская,369521.74
9676,Москва,13.0,16.0,1.0,26.5,8400000.0,2022.0,,,Москва,Прокшино,316981.13
9677,Москва,8.0,22.0,1.0,25.3,8490000.0,2021.0,,,Москва,Филатов Луг,335573.12
9678,Москва,1.0,25.0,1.0,23.0,8500000.0,2019.0,15.0,3.0,Москва,Потапово,369565.22
9679,Москва,11.0,24.0,1.0,26.4,8500000.0,2023.0,17.4,4.0,Митино,Митино,321969.7
9680,Москва,10.0,15.0,1.0,28.3,8500000.0,2022.0,12.7,5.8,Москва,Потапово,300353.36
9681,Москва,8.0,16.0,1.0,22.1,8500000.0,2023.0,,,Сосенское поселение,Москва,384615.38
9682,Москва,11.0,17.0,1.0,38.7,8500000.0,2010.0,,,Троицк,Москва,219638.24
9683,Москва,33.0,34.0,1.0,20.5,8500000.0,2019.0,20.5,,Южное Бутово,Улица Скобелевская,414634.15
9684,Москва,12.0,17.0,1.0,22.3,8500000.0,2019.0,18.0,4.0,Люблино,Люблино,381165.92
9685,Москва,7.0,25.0,1.0,25.0,8500000.0,2023.0,18.0,5.0,Митино,Митино,340000.0
9686,Москва,22.0,22.0,1.0,23.0,8600000.0,2006.0,13.0,5.0,Некрасовка,Некрасовка,373913.04
9687,Москва,22.0,22.0,1.0,25.0,8600000.0,2006.0,,6.0,Некрасовка,Некрасовка,344000.0
9688,Москва,7.0,14.0,1.0,24.5,8590000.0,2022.0,,24.0,Москва,Ольховая,350612.24
9689,Москва,9.0,18.0,1.0,22.4,8600000.0,2022.0,9.9,,Москва,Прокшино,383928.57
9690,Москва,2.0,25.0,1.0,23.1,8550000.0,2023.0,16.0,7.1,Нижегородский,Нижегородская,370129.87
9691,Москва,7.0,14.0,1.0,24.5,8590000.0,2022.0,20.5,4.0,Москва,Потапово,350612.24
9692,Москва,7.0,8.0,1.0,23.0,8600000.0,2019.0,16.0,3.0,Москва,Новомосковская,373913.04
9693,Москва,20.0,25.0,1.0,25.0,8700000.0,2016.0,,5.0,Москва,Ольховая,348000.0
9694,Москва,13.0,16.0,1.0,20.0,8700000.0,2021.0,,6.0,Дмитровский,Лианозово,435000.0
9695,Москва,21.0,24.0,1.0,23.0,8700000.0,2024.0,12.3,4.1,Нижегородский,Нижегородская,378260.87
9696,Москва,8.0,15.0,1.0,25.4,8700000.0,2018.0,15.0,4.0,Москва,Новомосковская,342519.69
9697,Москва,8.0,27.0,1.0,30.6,8700000.0,2013.0,27.0,3.0,Москва,Новомосковская,284313.73
9698,Москва,5.0,17.0,1.0,20.0,8700000.0,2020.0,,,Люблино,Люблино,435000.0
9699,Москва,16.0,25.0,1.0,26.8,8700000.0,2016.0,23.8,3.0,Москва,Новомосковская,324626.87
9700,Москва,14.0,23.0,1.0,21.3,8700000.0,2024.0,10.4,5.6,Текстильщики,Новохохловская,408450.7
9701,Москва,7.0,24.0,1.0,22.4,8750000.0,2024.0,5.7,11.7,Южное Бутово,Бунинская аллея,390625.0
9702,Москва,16.0,17.0,1.0,22.4,8799000.0,2022.0,15.0,5.0,Москва,Прокшино,392812.5
9703,Москва,12.0,16.0,1.0,28.0,8750000.0,2022.0,,,Москва,Новомосковская,312500.0
9704,Москва,15.0,23.0,1.0,22.5,8800000.0,2023.0,,5.0,Солнцево,Солнцево,391111.11
9705,Москва,4.0,16.0,1.0,31.0,8800000.0,2021.0,,6.0,Москва,Бунинская аллея,283870.97
9706,Москва,7.0,21.0,1.0,24.0,8800000.0,2023.0,12.0,4.0,Южное Бутово,Бунинская аллея,366666.67
9707,Москва,12.0,25.0,1.0,19.7,8800000.0,2019.0,15.0,3.0,Москва,Саларьево,446700.51
9708,Москва,5.0,25.0,1.0,19.6,8800000.0,2021.0,9.4,5.0,Кунцево,Павшино,448979.59
9709,Москва,3.0,9.0,1.0,23.7,8800000.0,2022.0,11.3,6.1,Москва,Филатов Луг,371308.02
9710,Москва,17.0,24.0,1.0,22.0,8900000.0,2024.0,,7.0,Южное Бутово,Бунинская аллея,404545.45
9712,Москва,4.0,14.0,3.0,78.33,11884134.0,2025.0,41.5,12.5,Москва,Щербинка,151718.81
9713,Москва,2.0,15.0,3.0,50.26,11927019.0,2025.0,33.7,5.0,Москва,Солнцево,237306.39
9714,Москва,16.0,17.0,2.0,48.2,10642560.0,2026.0,21.8,16.6,Москва,Щербинка,220800.0
9715,Москва,3.0,17.0,2.0,39.7,10592516.0,2025.0,12.2,17.0,Москва,Бунинская аллея,266814.01
9716,Москва,12.0,12.0,2.0,35.9,10618251.0,2025.0,15.5,15.4,Москва,Новомосковская,295773.01
9717,Москва,5.0,12.0,2.0,53.42,10886398.0,2024.0,25.6,13.3,Москва,Щербинка,203788.81
9718,Москва,4.0,16.0,2.0,34.4,10817218.0,2025.0,9.5,15.0,Москва,Прокшино,314454.01
9719,Москва,2.0,17.0,3.0,61.5,11972697.0,2025.0,34.5,17.8,Москва,Бунинская аллея,194678.0
9720,Москва,14.0,17.0,3.0,78.3,12000000.0,2006.0,45.3,10.7,Москва,Троицк,153256.7
9721,Москва,2.0,9.0,3.0,57.0,12441162.0,2025.0,32.5,15.2,Москва,Бунинская аллея,218266.0
9722,Москва,2.0,43.0,4.0,94.3,52930873.0,2025.0,46.2,8.0,Хорошево-Мневники,Звенигородская,561303.0
9724,Москва,1.0,15.0,4.0,191.9,53140000.0,2027.0,48.2,36.4,Нижегородский,Нижегородская,276915.06
9725,Москва,48.0,50.0,4.0,123.1,55124180.0,2027.0,40.2,42.1,Раменки,Мичуринский проспект,447800.0
9726,Москва,24.0,25.0,1.0,21.5,8900000.0,2006.0,,,Люблино,Депо,413953.49
9727,Москва,5.0,14.0,1.0,30.0,8990000.0,2023.0,22.0,8.0,Можайский,Сетунь,299666.67
9728,Москва,13.0,25.0,1.0,20.0,8990000.0,2022.0,20.0,,Кунцево,Павшино,449500.0
9729,Москва,17.0,23.0,1.0,21.0,8900000.0,2024.0,14.0,7.0,Южное Бутово,Бунинская аллея,423809.52
9730,Москва,10.0,25.0,1.0,20.1,8900000.0,2019.0,19.9,,Москва,Саларьево,442786.07
9731,Москва,26.0,31.0,1.0,23.0,9000000.0,2023.0,,5.0,Нижегородский,Нижегородская,391304.35
9732,Москва,11.0,24.0,1.0,22.8,9000000.0,2024.0,,,Отрадное,Отрадное,394736.84
9733,Москва,9.0,26.0,1.0,23.0,9000000.0,2017.0,,,Чертаново Южное,Аннино,391304.35
9734,Москва,15.0,25.0,1.0,28.7,9000000.0,2024.0,18.7,5.0,Лианозово,Лианозово,313588.85
9735,Москва,26.0,30.0,1.0,23.0,9000000.0,2023.0,15.0,3.0,Нижегородский,Нижегородская,391304.35
9736,Москва,8.0,33.0,1.0,20.0,9000000.0,2023.0,10.0,5.0,Чертаново Южное,Красный Строитель,450000.0
9737,Москва,8.0,9.0,1.0,24.8,9000000.0,2018.0,24.8,,Северный,Физтех,362903.23
9738,Москва,9.0,23.0,1.0,23.5,9000000.0,2021.0,,,Москва,Филатов Луг,382978.72
9739,Москва,7.0,12.0,1.0,30.0,9000000.0,2021.0,,,Можайский,Сетунь,300000.0
9740,Москва,20.0,24.0,1.0,25.0,9000000.0,2017.0,20.0,5.0,Москва,Новомосковская,360000.0
9741,Москва,3.0,13.0,1.0,26.7,9000000.0,2023.0,18.3,,Москва,Мичуринец,337078.65
9742,Москва,6.0,39.0,1.0,19.7,9000000.0,2020.0,,,Гольяново,Локомотив,456852.79
9743,Москва,25.0,25.0,1.0,25.2,9100000.0,2020.0,10.6,6.3,Москва,Саларьево,361111.11
9744,Москва,4.0,25.0,1.0,25.1,9100000.0,2021.0,20.1,3.0,Люблино,Перерва,362549.8
9745,Москва,10.0,16.0,1.0,27.0,9100000.0,2019.0,16.5,4.0,Москва,Новомосковская,337037.04
9746,Москва,29.0,33.0,1.0,19.9,9150000.0,2022.0,,,Нижегородский,Нижегородская,459798.99
9747,Москва,8.0,15.0,1.0,19.7,9100000.0,2018.0,19.7,,Москва,Саларьево,461928.93
9748,Москва,5.0,14.0,1.0,31.0,9190000.0,2023.0,21.0,7.0,Можайский,Сетунь,296451.61
9749,Москва,19.0,25.0,1.0,22.2,9100000.0,2019.0,,,Москва,Саларьево,409909.91
9750,Москва,3.0,16.0,1.0,25.5,9100000.0,2019.0,25.0,,Москва,Новомосковская,356862.75
9751,Москва,2.0,17.0,1.0,25.0,9200000.0,2014.0,15.0,5.0,Рязанский,Рязанский проспект,368000.0
9752,Москва,10.0,14.0,1.0,19.0,9200000.0,2006.0,12.0,5.0,Москва,Филатов Луг,484210.53
9753,Москва,5.0,26.0,1.0,22.3,9200000.0,2021.0,,,Западное Дегунино,Верхние Лихоборы,412556.05
9754,Москва,9.0,14.0,1.0,27.0,9200000.0,2022.0,16.0,5.0,Москва,Потапово,340740.74
9755,Москва,23.0,24.0,1.0,21.6,9200000.0,2022.0,15.0,5.0,Текстильщики,Текстильщики,425925.93
9756,Москва,13.0,21.0,1.0,41.0,9300000.0,2009.0,,12.0,Москва,Троицк,226829.27
9757,Москва,17.0,24.0,1.0,21.3,9300000.0,2021.0,13.3,3.0,Отрадное,Отрадное,436619.72
9758,Москва,5.0,17.0,1.0,31.2,9300000.0,2006.0,16.0,,Можайский,Сетунь,298076.92
9759,Москва,9.0,33.0,1.0,19.7,9250000.0,2023.0,,,Отрадное,Владыкино,469543.15
9760,Москва,17.0,26.0,1.0,23.3,9300000.0,2021.0,16.9,3.2,Западное Дегунино,Верхние Лихоборы,399141.63
9761,Москва,10.0,26.0,1.0,19.6,9250000.0,2020.0,9.6,5.4,Москва,Саларьево,471938.78
9762,Москва,24.0,33.0,1.0,20.1,9400000.0,2006.0,9.8,5.1,Метрогородок,Бульвар Рокоссовского,467661.69
9763,Москва,19.0,33.0,1.0,20.0,9400000.0,2006.0,15.0,,Метрогородок,Бульвар Рокоссовского,470000.0
9764,Москва,17.0,25.0,1.0,20.1,9400000.0,2023.0,8.0,5.7,Нижегородский,Нижегородская,467661.69
9765,Москва,29.0,33.0,1.0,20.0,9350000.0,2006.0,9.8,5.1,Метрогородок,Бульвар Рокоссовского,467500.0
9766,Москва,12.0,23.0,1.0,24.0,9499999.0,2023.0,,,Солнцево,Солнцево,395833.29
9767,Москва,9.0,33.0,1.0,20.0,9500000.0,2023.0,10.0,5.0,Чертаново Южное,Красный Строитель,475000.0
9768,Москва,3.0,25.0,1.0,19.6,9500000.0,2022.0,14.0,2.0,Кунцево,Павшино,484693.88
9769,Москва,8.0,9.0,1.0,34.5,9500000.0,2017.0,20.0,9.0,Москва,Потапово,275362.32
9770,Москва,10.0,25.0,1.0,20.0,9500000.0,2019.0,,,Москва,Саларьево,475000.0
9771,Москва,3.0,33.0,1.0,19.8,9450000.0,2023.0,,9.0,Отрадное,Владыкино,477272.73
9772,Москва,5.0,9.0,3.0,69.8,12885073.0,2026.0,,,Москва,Толстопальцево,184599.9
9773,Москва,9.0,14.0,3.0,89.71,12827225.0,2025.0,51.0,6.0,Москва,Щербинка,142985.45
9774,Москва,3.0,10.0,3.0,66.5,13167629.0,2026.0,35.3,13.2,Москва,Толстопальцево,198009.46
9775,Москва,12.0,14.0,2.0,51.8,10903000.0,2026.0,23.6,12.8,Москва,Кедровая,210482.63
9776,Москва,2.0,20.0,2.0,47.3,10998570.0,2025.0,11.9,21.8,Москва,Бунинская аллея,232527.91
9777,Москва,5.0,23.0,2.0,57.8,10983340.0,2026.0,25.5,16.8,Москва,Филатов Луг,190023.18
9778,Москва,3.0,3.0,2.0,54.5,11063500.0,2023.0,,,Москва,Апрелевка,203000.0
9779,Москва,6.0,9.0,3.0,70.5,12917010.0,2025.0,34.9,11.6,Москва,Бунинская аллея,183220.0
9780,Москва,2.0,14.0,3.0,89.71,13390294.0,2025.0,51.0,6.0,Москва,Щербинка,149262.0
9782,Москва,2.0,15.0,1.0,20.0,9490016.0,2022.0,20.0,,Москва,Потапово,474500.8
9783,Москва,6.0,12.0,1.0,21.0,9500000.0,2020.0,,,Москва,Потапово,452380.95
9784,Москва,13.0,15.0,1.0,28.9,9500000.0,2021.0,,,Москва,Прокшино,328719.72
9785,Москва,12.0,21.0,1.0,23.7,9500000.0,2024.0,6.0,10.0,Южное Бутово,Бунинская аллея,400843.88
9786,Москва,5.0,15.0,1.0,23.0,9500000.0,2019.0,23.0,,Москва,Новомосковская,413043.48
9787,Москва,11.0,17.0,1.0,23.0,9600000.0,2021.0,,,Марьино,Люблино,417391.3
9788,Москва,13.0,17.0,1.0,23.8,9550000.0,2022.0,,,Москва,Прокшино,401260.5
9789,Москва,9.0,21.0,1.0,20.0,9590000.0,2023.0,14.0,6.0,Текстильщики,Новохохловская,479500.0
9790,Москва,25.0,33.0,1.0,20.1,9590000.0,2023.0,9.9,5.1,Метрогородок,Бульвар Рокоссовского,477114.43
9791,Москва,11.0,22.0,1.0,24.2,9700000.0,2006.0,12.0,5.0,Москва,Саларьево,400826.45
9792,Москва,19.0,19.0,1.0,21.4,9700000.0,2022.0,11.0,5.5,Тимирязевский,Лихоборы,453271.03
9793,Москва,29.0,33.0,1.0,20.0,9650000.0,2023.0,10.0,5.0,Очаково-Матвеевское,Озёрная,482500.0
9794,Москва,15.0,25.0,1.0,20.0,9700000.0,2021.0,,,Кунцево,Павшино,485000.0
9795,Москва,14.0,17.0,1.0,25.0,9650000.0,2019.0,,12.0,Люблино,Люблино,386000.0
9796,Москва,10.0,16.0,1.0,38.2,9700000.0,2023.0,,,Бирюлево Восточное,Царицыно,253926.7
9797,Москва,3.0,26.0,1.0,20.0,9750000.0,2021.0,12.0,3.0,Дмитровский,Лианозово,487500.0
9798,Москва,14.0,16.0,1.0,23.4,9800000.0,2019.0,14.0,,Орехово-Борисово Южное,Домодедовская,418803.42
9799,Москва,3.0,33.0,1.0,19.9,9800000.0,2023.0,9.9,5.1,Очаково-Матвеевское,Озёрная,492462.31
9800,Москва,20.0,25.0,1.0,20.1,9800000.0,2023.0,9.9,5.0,Царицыно,Кантемировская,487562.19
9801,Москва,6.0,16.0,1.0,20.0,9800000.0,2021.0,10.0,5.0,Москва,Филатов Луг,490000.0
9802,Москва,3.0,24.0,1.0,33.1,10468139.0,2027.0,21.2,5.3,Солнцево,Солнцево,316257.98
9803,Москва,8.0,15.0,1.0,49.35,10477700.0,2025.0,10.5,21.5,Молжаниновский,Новоподрезково,212314.08
9804,Москва,7.0,28.0,1.0,34.5,10453500.0,2024.0,,10.6,Отрадное,Отрадное,303000.0
9805,Москва,9.0,30.0,1.0,30.3,10492118.0,2026.0,11.4,9.1,Южное Бутово,Бунинская аллея,346274.52
9806,Москва,10.0,16.0,1.0,37.7,10543053.0,2025.0,13.4,12.3,Москва,Бунинская аллея,279656.58
9807,Москва,2.0,17.0,1.0,35.9,10542250.0,2025.0,10.4,18.2,Люблино,Братиславская,293655.99
9808,Москва,2.0,15.0,3.0,61.98,13629402.0,2025.0,40.4,5.7,Москва,Румянцево,219900.0
9809,Москва,5.0,9.0,3.0,70.4,13688858.0,2026.0,34.9,12.9,Москва,Толстопальцево,194444.01
9810,Москва,1.0,8.0,2.0,59.6,11288089.0,2025.0,37.9,6.9,Москва,Рассказовка,189397.47
9811,Москва,3.0,17.0,2.0,51.71,11227457.0,2025.0,20.6,18.8,Москва,Филатов Луг,217123.52
9812,Москва,2.0,20.0,2.0,52.8,11244043.0,2027.0,22.5,,Москва,Филатов Луг,212955.36
9813,Москва,14.0,18.0,2.0,49.5,11252662.0,2025.0,24.3,10.7,Москва,Новомосковская,227326.51
9814,Москва,5.0,9.0,2.0,56.0,11363519.0,2026.0,26.6,16.8,Москва,Филатов Луг,202919.98
9815,Москва,11.0,12.0,3.0,73.1,13638000.0,2026.0,40.0,15.1,Москва,Кедровая,186566.35
9816,Москва,8.0,9.0,3.0,63.2,13561772.0,2025.0,37.0,10.4,Москва,Бунинская аллея,214585.0
9818,Москва,47.0,57.0,4.0,97.26,60116406.0,2024.0,,,Филевский парк,Фили,618100.0
9819,Москва,15.0,16.0,4.0,101.6,60445264.0,2024.0,,11.6,Даниловский,Автозаводская,594933.7
9820,Москва,5.0,19.0,3.0,66.2,14378640.0,2026.0,40.0,8.0,Москва,Москва,217200.0
9821,Москва,10.0,23.0,3.0,70.1,14315682.0,2026.0,30.0,19.3,Москва,Филатов Луг,204218.0
9822,Москва,8.0,13.0,3.0,70.7,14634633.0,2025.0,34.5,12.2,Москва,Новомосковская,206996.22
9823,Москва,1.0,15.0,2.0,53.72,11573276.0,2025.0,27.4,8.3,Москва,Солнцево,215437.01
9824,Москва,3.0,13.0,2.0,54.3,11580464.0,2024.0,25.6,13.3,Москва,Щербинка,213268.21
9825,Москва,3.0,12.0,2.0,45.3,11609000.0,2026.0,25.9,7.4,Москва,Кедровая,256269.32
9826,Москва,1.0,15.0,2.0,53.0,11578433.0,2025.0,35.8,5.2,Молжаниновский,Новоподрезково,218461.0
9827,Москва,2.0,12.0,2.0,47.9,11772910.0,2026.0,15.3,23.1,Москва,Прокшино,245781.0
9828,Москва,13.0,15.0,3.0,75.6,14357205.0,2025.0,38.4,20.7,Москва,Новомосковская,189910.12
9829,Москва,14.0,15.0,3.0,75.4,14398445.0,2025.0,38.4,20.6,Москва,Новомосковская,190960.81
9830,Москва,17.0,51.0,4.0,100.7,66000000.0,2006.0,,43.0,Пресненский,Шелепиха,655412.12
9831,Москва,2.0,17.0,4.0,117.3,66333150.0,2024.0,64.7,9.5,Раменки,Ломоносовский проспект,565500.0
9833,Москва,3.0,9.0,4.0,129.7,66608642.0,2024.0,68.3,13.6,Даниловский,Технопарк,513559.31
9835,Москва,6.0,9.0,3.0,59.6,14950000.0,2006.0,44.3,6.0,Вешняки,Новогиреево,250838.93
9836,Москва,13.0,18.0,3.0,74.5,15000000.0,2019.0,50.0,10.0,Москва,Бунинская аллея,201342.28
9837,Москва,3.0,13.0,2.0,51.4,11890568.0,2025.0,26.2,13.8,Москва,Новомосковская,231334.01
9838,Москва,18.0,22.0,2.0,56.4,11855040.0,2024.0,32.5,,Москва,Рассказовка,210195.74
9839,Москва,8.0,8.0,2.0,54.5,11897484.0,2025.0,26.2,13.3,Москва,Рассказовка,218302.46
9840,Москва,1.0,7.0,2.0,57.41,11800004.0,2025.0,28.7,13.9,Москва,Рассказовка,205539.17
9841,Москва,3.0,9.0,2.0,53.88,11982682.0,2025.0,26.2,13.3,Москва,Силикатная,222395.73
9842,Москва,53.0,57.0,4.0,116.52,72195792.0,2024.0,,,Филевский парк,Фили,619600.0
9843,Москва,13.0,13.0,4.0,103.9,72443965.0,2025.0,44.3,29.7,Басманный,Электрозаводская,697247.02
9844,Москва,3.0,15.0,4.0,131.9,74578750.0,2022.0,77.4,18.9,Раменки,Раменки,565418.88
9845,Клин,5.0,5.0,2.0,42.3,4450000.0,1966.0,,6.0,Клин,Клин,105200.95
9846,Клин,4.0,9.0,1.0,32.4,3400000.0,1975.0,18.0,6.5,Клин,Клин,104938.27
9847,Клин,1.0,5.0,3.0,58.0,8600000.0,1964.0,48.0,7.0,Клин,Клин,148275.86
9848,Клин,2.0,3.0,3.0,76.0,6150000.0,1952.0,55.0,9.0,Клин,Клин,80921.05
9849,Клин,4.0,5.0,2.0,42.6,4750000.0,1963.0,28.0,6.0,Клин,Клин,111502.35
9850,Клин,7.0,9.0,1.0,21.0,2640000.0,2006.0,10.0,5.0,Клин,Клин,125714.29
9851,Клин,1.0,5.0,2.0,45.4,4300000.0,1968.0,29.8,6.0,Клин,Клин,94713.66
9852,Клин,2.0,5.0,2.0,42.1,5400000.0,1971.0,22.8,6.5,Клин,Клин,128266.03
9853,Клин,1.0,5.0,2.0,43.0,4300000.0,1968.0,30.0,6.5,Клин,Клин,100000.0
9854,Клин,4.0,5.0,2.0,44.4,4400000.0,1960.0,30.0,6.0,Клин,Клин,99099.1
9855,Клин,2.0,5.0,2.0,46.0,4349000.0,1960.0,,6.0,Клин,Клин,94543.48
9856,Клин,1.0,3.0,3.0,143.0,10000000.0,2006.0,,10.0,Клин,Клин,69930.07
9857,Клин,2.0,4.0,3.0,65.0,6300000.0,2012.0,50.0,10.0,Клин,Клин,96923.08
9858,Клин,1.0,9.0,3.0,67.1,7500000.0,2006.0,54.1,8.0,Клин,Клин,111773.47
9859,Клин,2.0,5.0,3.0,67.6,7500000.0,1997.0,45.0,6.0,Клин,Клин,110946.75
9860,Клин,3.0,4.0,1.0,37.7,4600000.0,2006.0,18.0,8.0,Клин,Клин,122015.92
9861,Клин,5.0,5.0,2.0,50.6,5000000.0,1997.0,30.6,7.0,Клин,Клин,98814.23
9862,Клин,5.0,9.0,3.0,59.8,6500000.0,1974.0,,7.0,Клин,Клин,108695.65
9863,Клин,3.0,5.0,2.0,42.0,4400000.0,2006.0,,,Клин,Клин,104761.9
9864,Клин,1.0,9.0,1.0,48.0,5900000.0,2019.0,22.0,12.0,Клин,Клин,122916.67
9865,Клин,3.0,5.0,2.0,56.6,6900000.0,2006.0,27.0,7.5,Клин,Клин,121908.13
9866,Клин,4.0,4.0,1.0,47.0,5950000.0,2008.0,20.0,11.0,Клин,Клин,126595.74
9867,Клин,7.0,9.0,1.0,30.1,5200000.0,2016.0,15.0,10.0,Клин,Клин,172757.48
9868,Клин,5.0,5.0,2.0,45.0,4600000.0,2006.0,,,Клин,Клин,102222.22
9869,Клин,5.0,9.0,3.0,60.0,5999000.0,2006.0,,,Клин,Клин,99983.33
9870,Клин,3.0,9.0,1.0,37.9,5470000.0,2015.0,18.0,8.0,Клин,Клин,144327.18
9871,Клин,9.0,9.0,1.0,28.32,3990000.0,2006.0,14.4,6.7,Клин,Клин,140889.83
9872,Клин,3.0,4.0,2.0,44.9,5650000.0,2006.0,,6.0,Клин,Клин,125835.19
9873,Клин,4.0,9.0,1.0,37.4,4280000.0,2006.0,18.0,7.5,Клин,Клин,114438.5
9874,Клин,4.0,5.0,1.0,30.5,3800000.0,1974.0,18.0,6.0,Клин,Клин,124590.16
9875,Клин,2.0,6.0,1.0,32.5,3490000.0,1962.0,19.0,6.0,Клин,Клин,107384.62
9876,Клин,8.0,9.0,2.0,49.0,5249999.0,1978.0,,8.0,Клин,Клин,107142.84
9877,Клин,1.0,5.0,2.0,56.0,5600000.0,2006.0,31.3,7.5,Клин,Клин,100000.0
9878,Клин,2.0,9.0,1.0,40.0,6150000.0,2017.0,18.0,10.0,Клин,Клин,153750.0
9879,Клин,5.0,5.0,2.0,43.0,4590000.0,2006.0,28.0,6.0,Клин,Клин,106744.19
9880,Клин,3.0,4.0,3.0,58.2,5990000.0,1962.0,45.0,6.0,Клин,Клин,102920.96
9881,Клин,3.0,5.0,2.0,45.0,5600000.0,1970.0,28.0,,Клин,Клин,124444.44
9882,Клин,1.0,5.0,3.0,60.0,8500000.0,1979.0,42.0,8.0,Клин,Клин,141666.67
